,pid,fid,cid,provid,countyid,urban,intyear,genderm,birthyr,age,b_feed_mon,board_school,verbal,math,school_tut_hrs,comp_tut_hrs,hobby_tut_hrs,int_tut_hrs,parent_child_tut_hrs,other_tut_hrs,fam_member_tut_hrs1,fam_member_tut_hrs2,fam_member_tut_hrs3,fam_member_tut_hrs4,fam_member_tut_hrs5,fam_member_tut_hrs6,fam_member_tut_hrs7,fam_member_tut_hrs8,fam_member_tut_hrs9,fam_member_tut_hrs10,fam_member_tut_hrs11,fam_member_tut_hrs12,fam_member_tut_hrs31,pid_f,pid_m,fid_m,cid_m,provid_m,countyid_m,hhcode_m,urban_m,intyear_m,genderm_m,birthyr_m,age_m,hukou_m,ccp_m,ccp_year_m,marital_m,first_marriage_m,year_married_m,year_divorced_m,salary_m,fid_f,cid_f,provid_f,countyid_f,hhcode_f,urban_f,intyear_f,genderm_f,birthyr_f,age_f,hukou_f,ccp_f,ccp_year_f,marital_f,first_marriage_f,year_married_f,year_divorced_f,salary_f
348,130906502.0,130906.0,118800.0,13.0,46.0,0.0,,0.0,2014.0,2.0,13.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130906104.0,130906105.0,130906.0,118800.0,13.0,46.0,105.0,0.0,2016.0,0.0,1990.0,26.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2300.0,130906.0,118800.0,13.0,46.0,104.0,0.0,2016.0,1.0,1989.0,27.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
349,130911105.0,160582.0,795594.0,13.0,201.0,1.0,2016.0,1.0,2005.0,11.0,12.0,0.0,3.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,10.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,-8.0,130911103.0,130911104.0,160582.0,795594.0,13.0,201.0,104.0,1.0,2016.0,0.0,1982.0,34.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,160582.0,795594.0,13.0,201.0,103.0,1.0,2016.0,1.0,1982.0,34.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
348,130911105.0,160582.0,795594.0,13.0,201.0,1.0,2018.0,1.0,2005.0,13.0,-8.0,0.0,2.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,10.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130911103.0,130911104.0,160582.0,795594.0,13.0,201.0,104.0,1.0,2018.0,0.0,-8.0,36.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2000.0,160582.0,795594.0,13.0,201.0,103.0,1.0,2018.0,1.0,-8.0,36.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,5000.0
349,130911106.0,160582.0,795594.0,13.0,201.0,1.0,2018.0,0.0,2009.0,9.0,-8.0,0.0,2.0,1.0,-8.0,-8.0,6.0,-8.0,-8.0,-8.0,10.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130911103.0,130911104.0,160582.0,795594.0,13.0,201.0,104.0,1.0,2018.0,0.0,-8.0,36.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2000.0,160582.0,795594.0,13.0,201.0,103.0,1.0,2018.0,1.0,-8.0,36.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,5000.0
350,130911106.0,160582.0,795594.0,13.0,201.0,1.0,,0.0,2009.0,7.0,12.0,0.0,1.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,10.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,-8.0,130911103.0,130911104.0,160582.0,795594.0,13.0,201.0,104.0,1.0,2016.0,0.0,1982.0,34.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,160582.0,795594.0,13.0,201.0,103.0,1.0,2016.0,1.0,1982.0,34.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
350,130913502.0,130913.0,118700.0,13.0,46.0,0.0,2018.0,1.0,2014.0,4.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130913103.0,130913501.0,130913.0,118700.0,13.0,46.0,501.0,0.0,2018.0,0.0,-8.0,23.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130913.0,118700.0,13.0,46.0,103.0,0.0,2018.0,1.0,-8.0,24.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3000.0
351,130913502.0,130913.0,118700.0,13.0,46.0,0.0,,1.0,2014.0,2.0,9.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130913103.0,130913501.0,130913.0,118700.0,13.0,46.0,501.0,0.0,2016.0,0.0,1995.0,21.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130913.0,118700.0,13.0,46.0,103.0,0.0,2016.0,1.0,1994.0,22.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
351,130913551.0,130913.0,118700.0,13.0,46.0,0.0,2018.0,1.0,2015.0,3.0,18.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130913103.0,130913501.0,130913.0,118700.0,13.0,46.0,501.0,0.0,2018.0,0.0,-8.0,23.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130913.0,118700.0,13.0,46.0,103.0,0.0,2018.0,1.0,-8.0,24.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3000.0
352,130913551.0,130913.0,118700.0,13.0,46.0,0.0,,1.0,2015.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130913103.0,130913501.0,130913.0,118700.0,13.0,46.0,501.0,0.0,2016.0,0.0,1995.0,21.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130913.0,118700.0,13.0,46.0,103.0,0.0,2016.0,1.0,1994.0,22.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
352,130917105.0,130917.0,118700.0,13.0,46.0,0.0,2018.0,0.0,2010.0,8.0,-8.0,1.0,1.0,1.0,10.0,-8.0,-8.0,-8.0,-8.0,-8.0,1.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130917103.0,130917104.0,130917.0,118700.0,13.0,46.0,104.0,0.0,2018.0,0.0,-8.0,32.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-9.0,130917.0,118700.0,13.0,46.0,103.0,0.0,2018.0,1.0,1989.0,29.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,6300.0
353,130917105.0,130917.0,118700.0,13.0,46.0,0.0,,0.0,2010.0,6.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,3.5,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130917103.0,130917104.0,130917.0,118700.0,13.0,46.0,104.0,0.0,2016.0,0.0,1986.0,30.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130917.0,729262.0,37.0,1442.0,103.0,1.0,2016.0,1.0,1989.0,27.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,5700.0
353,130917401.0,130917.0,118700.0,13.0,46.0,0.0,2018.0,1.0,2012.0,6.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130917103.0,130917104.0,130917.0,118700.0,13.0,46.0,104.0,0.0,2018.0,0.0,-8.0,32.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-9.0,130917.0,118700.0,13.0,46.0,103.0,0.0,2018.0,1.0,1989.0,29.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,6300.0
354,130917401.0,130917.0,118700.0,13.0,46.0,0.0,,1.0,2012.0,4.0,12.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130917103.0,130917104.0,130917.0,118700.0,13.0,46.0,104.0,0.0,2016.0,0.0,1986.0,30.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130917.0,729262.0,37.0,1442.0,103.0,1.0,2016.0,1.0,1989.0,27.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,5700.0
354,130918104.0,199214.0,724902.0,13.0,46.0,1.0,2018.0,0.0,2010.0,8.0,-8.0,0.0,1.0,1.0,-8.0,-8.0,1.5,-8.0,-8.0,-8.0,4.0,2.0,-8.0,-8.0,-8.0,,,,,,,,,130918102.0,130918101.0,199214.0,724902.0,13.0,46.0,101.0,1.0,2018.0,0.0,-8.0,39.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,199214.0,724902.0,13.0,46.0,102.0,1.0,2018.0,1.0,1979.0,39.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
355,130918104.0,130918.0,118700.0,13.0,46.0,0.0,,0.0,2010.0,6.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130918102.0,130918101.0,199214.0,724902.0,13.0,46.0,101.0,1.0,2016.0,0.0,1979.0,37.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,1500.0,199214.0,724902.0,13.0,46.0,102.0,1.0,2016.0,1.0,1979.0,37.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
356,130920104.0,130920.0,118700.0,13.0,46.0,0.0,2016.0,0.0,2003.0,13.0,-8.0,1.0,2.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130920101.0,130920102.0,130920.0,118700.0,13.0,46.0,102.0,0.0,2016.0,0.0,1972.0,44.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130920.0,118700.0,13.0,46.0,101.0,0.0,2016.0,1.0,1971.0,45.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
355,130920104.0,130920.0,118700.0,13.0,46.0,0.0,2018.0,0.0,2003.0,15.0,12.0,1.0,1.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0.5,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130920101.0,130920102.0,130920.0,118700.0,13.0,46.0,102.0,0.0,2018.0,0.0,-8.0,46.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130920.0,118700.0,13.0,46.0,101.0,0.0,2018.0,1.0,-8.0,47.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
356,130923105.0,130923.0,118700.0,13.0,46.0,0.0,2018.0,0.0,2008.0,10.0,-8.0,1.0,3.0,3.0,14.0,-8.0,5.0,-8.0,-8.0,-8.0,4.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130923103.0,130923104.0,130923.0,118700.0,13.0,46.0,104.0,0.0,2018.0,0.0,1983.0,35.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-9.0,130923.0,118700.0,13.0,46.0,103.0,0.0,2018.0,1.0,1984.0,34.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-9.0
357,130923105.0,130923.0,118700.0,13.0,46.0,0.0,,0.0,2008.0,8.0,-8.0,0.0,4.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130923103.0,130923104.0,130923.0,118700.0,13.0,46.0,104.0,0.0,2016.0,0.0,1983.0,33.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130923.0,118700.0,13.0,46.0,103.0,0.0,2016.0,1.0,1985.0,31.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,4600.0
358,130926103.0,130926.0,118700.0,13.0,46.0,0.0,2016.0,0.0,2005.0,11.0,-8.0,1.0,3.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130926101.0,130926102.0,130926.0,118700.0,13.0,46.0,102.0,0.0,2016.0,0.0,1984.0,32.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130926.0,118700.0,13.0,46.0,101.0,0.0,2016.0,1.0,1986.0,30.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
357,130926103.0,130926.0,118700.0,13.0,46.0,0.0,2018.0,0.0,2005.0,13.0,4.0,1.0,2.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130926101.0,130926102.0,130926.0,118700.0,13.0,46.0,102.0,0.0,2018.0,0.0,-8.0,34.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-9.0,130926.0,118700.0,13.0,46.0,101.0,0.0,2018.0,1.0,-8.0,32.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-9.0
358,130926501.0,130926.0,118700.0,13.0,46.0,0.0,2018.0,1.0,2012.0,6.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130926101.0,130926102.0,130926.0,118700.0,13.0,46.0,102.0,0.0,2018.0,0.0,-8.0,34.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-9.0,130926.0,118700.0,13.0,46.0,101.0,0.0,2018.0,1.0,-8.0,32.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-9.0
359,130926501.0,130926.0,118700.0,13.0,46.0,0.0,,1.0,2012.0,4.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130926101.0,130926102.0,130926.0,118700.0,13.0,46.0,102.0,0.0,2016.0,0.0,1984.0,32.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130926.0,118700.0,13.0,46.0,101.0,0.0,2016.0,1.0,1986.0,30.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
360,130928105.0,130928.0,118700.0,13.0,46.0,0.0,2016.0,1.0,2005.0,11.0,-8.0,1.0,3.0,3.0,7.0,-8.0,2.5,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130928103.0,130928104.0,130928.0,118700.0,13.0,46.0,104.0,0.0,2016.0,0.0,1982.0,34.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130928.0,118700.0,13.0,46.0,103.0,0.0,2016.0,1.0,1980.0,36.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
359,130928105.0,130928.0,118700.0,13.0,46.0,0.0,2018.0,1.0,2005.0,13.0,12.0,1.0,4.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130928103.0,130928104.0,130928.0,118700.0,13.0,46.0,104.0,0.0,2018.0,0.0,-8.0,36.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130928.0,118700.0,13.0,46.0,103.0,0.0,2018.0,1.0,-8.0,38.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
360,130928106.0,130928.0,118700.0,13.0,46.0,0.0,2018.0,0.0,2007.0,11.0,-8.0,1.0,1.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130928103.0,130928104.0,130928.0,118700.0,13.0,46.0,104.0,0.0,2018.0,0.0,-8.0,36.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130928.0,118700.0,13.0,46.0,103.0,0.0,2018.0,1.0,-8.0,38.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
361,130928106.0,130928.0,118700.0,13.0,46.0,0.0,,0.0,2007.0,9.0,-8.0,1.0,1.0,1.0,7.0,-8.0,2.5,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130928103.0,130928104.0,130928.0,118700.0,13.0,46.0,104.0,0.0,2016.0,0.0,1982.0,34.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130928.0,118700.0,13.0,46.0,103.0,0.0,2016.0,1.0,1980.0,36.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
361,130933401.0,130933.0,118700.0,13.0,46.0,0.0,2018.0,1.0,2009.0,9.0,-8.0,1.0,1.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,5.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130933103.0,130933431.0,130933.0,118700.0,13.0,46.0,431.0,0.0,2018.0,0.0,-8.0,28.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-9.0,130933.0,118700.0,13.0,46.0,103.0,0.0,2018.0,1.0,-8.0,29.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
362,130933401.0,130933.0,118700.0,13.0,46.0,0.0,,1.0,2009.0,7.0,-8.0,1.0,3.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130933103.0,130933431.0,130933.0,118700.0,13.0,46.0,431.0,0.0,2016.0,0.0,1990.0,26.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130933.0,118700.0,13.0,46.0,103.0,0.0,2016.0,1.0,1989.0,27.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3000.0
362,130933402.0,130933.0,118700.0,13.0,46.0,0.0,2018.0,0.0,2010.0,8.0,-8.0,1.0,1.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,6.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130933103.0,130933431.0,130933.0,118700.0,13.0,46.0,431.0,0.0,2018.0,0.0,-8.0,28.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-9.0,130933.0,118700.0,13.0,46.0,103.0,0.0,2018.0,1.0,-8.0,29.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
363,130933402.0,130933.0,118700.0,13.0,46.0,0.0,,0.0,2010.0,6.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1.0,-8.0,-8.0,-8.0,0.5,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130933103.0,130933431.0,130933.0,118700.0,13.0,46.0,431.0,0.0,2016.0,0.0,1990.0,26.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130933.0,118700.0,13.0,46.0,103.0,0.0,2016.0,1.0,1989.0,27.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3000.0
363,130935401.0,130935.0,118700.0,13.0,46.0,0.0,2018.0,1.0,2011.0,7.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130935105.0,130935107.0,130935.0,118700.0,13.0,46.0,107.0,0.0,2018.0,0.0,-8.0,28.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130935.0,118700.0,13.0,46.0,105.0,0.0,2018.0,1.0,1990.0,28.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-9.0
364,130935401.0,130935.0,118700.0,13.0,46.0,0.0,,1.0,2011.0,5.0,7.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,3.0,-8.0,-8.0,5.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130935105.0,130935107.0,130935.0,118700.0,13.0,46.0,107.0,0.0,2016.0,0.0,1990.0,26.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,1400.0,130935.0,118700.0,13.0,46.0,105.0,0.0,2016.0,1.0,1990.0,26.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
364,130937104.0,130937.0,118700.0,13.0,46.0,0.0,2018.0,0.0,2008.0,10.0,-8.0,0.0,3.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130937102.0,130937101.0,130937.0,118700.0,13.0,46.0,101.0,0.0,2018.0,0.0,-8.0,45.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130937.0,118700.0,13.0,46.0,102.0,0.0,2018.0,1.0,1976.0,42.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
365,130937104.0,130937.0,118700.0,13.0,46.0,0.0,,0.0,2008.0,8.0,-8.0,0.0,2.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130937102.0,130937101.0,130937.0,118700.0,13.0,46.0,101.0,0.0,2016.0,0.0,1973.0,43.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130937.0,118700.0,13.0,46.0,102.0,0.0,2016.0,1.0,1976.0,40.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
365,131160401.0,131160.0,100500.0,34.0,2.0,1.0,2018.0,1.0,2010.0,8.0,-8.0,0.0,2.0,2.0,-8.0,-8.0,4.0,-8.0,-8.0,-8.0,4.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,340257102.0,340257104.0,131160.0,100500.0,34.0,2.0,104.0,1.0,2018.0,0.0,-8.0,36.0,,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,2666.0,131160.0,100500.0,34.0,2.0,102.0,1.0,2018.0,1.0,1978.0,40.0,,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,5300.0
366,131160401.0,131160.0,100500.0,34.0,2.0,1.0,,1.0,2010.0,6.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,2.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,340257102.0,340257104.0,131160.0,100500.0,34.0,2.0,104.0,1.0,2016.0,0.0,1982.0,34.0,1.0,1.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,131160.0,100500.0,34.0,2.0,102.0,1.0,2016.0,1.0,1978.0,38.0,1.0,1.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
366,131160551.0,131160.0,100500.0,34.0,2.0,1.0,2018.0,0.0,2016.0,2.0,10.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,340257102.0,340257104.0,131160.0,100500.0,34.0,2.0,104.0,1.0,2018.0,0.0,-8.0,36.0,,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,2666.0,131160.0,100500.0,34.0,2.0,102.0,1.0,2018.0,1.0,1978.0,40.0,,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,5300.0
367,131160551.0,131160.0,100500.0,34.0,2.0,1.0,,0.0,2016.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,340257102.0,340257104.0,131160.0,100500.0,34.0,2.0,104.0,1.0,2016.0,0.0,1982.0,34.0,1.0,1.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,131160.0,100500.0,34.0,2.0,102.0,1.0,2016.0,1.0,1978.0,38.0,1.0,1.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
367,131160552.0,131160.0,100500.0,34.0,2.0,1.0,2018.0,0.0,2016.0,2.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,340257102.0,340257104.0,131160.0,100500.0,34.0,2.0,104.0,1.0,2018.0,0.0,-8.0,36.0,,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,2666.0,131160.0,100500.0,34.0,2.0,102.0,1.0,2018.0,1.0,1978.0,40.0,,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,5300.0
368,131160552.0,131160.0,100500.0,34.0,2.0,1.0,,0.0,2016.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,340257102.0,340257104.0,131160.0,100500.0,34.0,2.0,104.0,1.0,2016.0,0.0,1982.0,34.0,1.0,1.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,131160.0,100500.0,34.0,2.0,102.0,1.0,2016.0,1.0,1978.0,38.0,1.0,1.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
368,131269552.0,131269.0,797331.0,52.0,25.0,0.0,2018.0,0.0,2011.0,7.0,-8.0,1.0,2.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,131269551.0,520440105.0,131269.0,797331.0,52.0,25.0,105.0,0.0,2018.0,0.0,1988.0,30.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,131269.0,797331.0,52.0,25.0,551.0,0.0,2018.0,1.0,-8.0,31.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
369,131269552.0,131269.0,797331.0,52.0,25.0,0.0,,0.0,2011.0,5.0,12.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,131269551.0,520440105.0,131269.0,797331.0,52.0,25.0,105.0,0.0,2016.0,0.0,1988.0,28.0,0.0,0.0,-8.0,2.0,1.0,2010.0,-8.0,-8.0,131269.0,797331.0,52.0,25.0,551.0,0.0,2016.0,1.0,1987.0,29.0,-8.0,0.0,-8.0,2.0,1.0,2010.0,-8.0,-8.0
